Orthogroups,HCH_1_F,HCH_2_F,HCH_3_F,HCH_4_F,HCH_5_F,HCH_6_F,HCH_1_M,HCH_2_M,HCH_3_M,HCH_4_M,HCH_5_M,HCH_6_M,HDO_1_F,HDO_2_F,HDO_3_F,HDO_4_F,HDO_5_F,HDO_6_F,HDO_1_M,HDO_2_M,HDO_3_M,HDO_4_M,HDO_5_M,HDO_6_M,HER_1_F,HER_2_F,HER_3_F,HER_1_M,HER_2_M,HER_3_M,HME_1_F,HME_2_F,HME_3_F,HME_4_F,HME_1_M,HME_2_M,HME_3_M,HME_4_M,HSA_1_F,HSA_2_F,HSA_3_F,HSA_4_F,HSA_5_F,HSA_1_M,HSA_2_M,HSA_3_M,HSA_4_M,HSA_5_M,HSA_6_M
Group_2291_clean_0,16.321,21.646,23.171,21.588,25.119,21.925,20.781,21.058,16.85,19.811,19.566,19.087,20.86,16.51,13.808,23.912,14.875,13.018,24.871,17.71,14.885,11.446,15.979,13.206,18.721,14.808,13.718,42.791,36.925,19.485,16.525,17.369,13.323,8.824,12.477,14.323,17.891,10.861,10.235,12.228,12.295,12.212,14.003,10.477,11.992,14.447,11.774,11.317,19.943
Group_2132_clean_1,2.493,7.574,0.776,4.884,4.471,11.2,7.665,18.44,16.129,24.883,32.999,45.629,1686.861,997.102,1709.249,549.619,1578.951,1498.53,432.809,1691.513,979.185,1436.05,1219.829,807.062,1414.519,1272.438,1194.606,827.548,628.298,1075.041,1027.265,303.379,169.956,965.46,1434.747,230.617,982.337,909.565,8.825,19.086,27.94,11.782,0.869,11.086,0.853,8.3,1.445,16.421,11.621
Group_1959_clean_0,8.998,9.773,10.033,9.422,11.303,10,10.192,11.128,8.694,10.251,12.334,11.48,14.868,15.167,11.804,16.183,14.211,14.293,12.118,15.759,14.368,12.47,14.689,13.541,27.326,24.49,18.533,37.39,43.17,29.59,13.529,11.677,15.324,13.799,11.123,14.565,12.542,14.8,12.29,13.828,14.652,12.613,13.197,14.956,12.21,11.874,13.766,11.99,13.477
Group_2133_clean_0,21.995,20.309,25.319,22.49,18.6,19.674,24.51,24.417,27.576,19.076,22.652,20.944,28.627,26.935,28.533,24.065,28.72,29.296,30.128,24.629,30.153,34.214,26.397,28.934,25.458,8.556,15.411,11.703,11.821,15.932,24.738,23.353,12.2,40.387,27.464,22.853,27.586,22.641,30.282,30.369,28.822,27.407,24.174,30.241,24.648,30.116,27.459,38.286,27.933
Group_1166_clean_0,4.238,4.245,5.217,3.55,8.154,5.674,3.028,4.229,5.312,4.928,4.928,5.696,18.972,28.885,26.689,23.707,22.366,17.157,24.613,32.168,21.637,34.307,17.982,23.672,9.942,6.362,5.288,3.431,3.028,4.919,4.611,2.466,3.808,4.149,3.834,1.536,4.073,5.21,6.419,2.888,4.784,4.855,4.305,4.363,3.609,6.348,4.448,7.719,3.894
Group_1590_clean_0,9.282,9.647,11.646,11.236,13.281,8.465,11.049,9.623,8.501,9.13,11.119,15.779,11.646,7.182,12.465,12.932,8.646,8.258,10.287,9.673,9.866,8.964,9.431,8.692,16.955,22.237,14.082,35.989,19.945,19.236,28.864,23.303,17.387,17.113,29.307,29.373,22.936,18.965,7.9,7.647,6.93,6.937,9.374,10.603,7.54,6.938,6.573,7.762,12.569
Group_1380_clean_0,100.777,51.71,52.02,52.916,46.676,115.021,36.3,44.373,46.773,55.742,51.775,36.767,36.251,31.452,34.696,37.007,32.129,34.591,28.93,39.219,44.846,35.982,40.949,40.819,12.688,27.602,30.527,6.182,13.21,19.695,54.267,51.427,69.934,80.268,34.843,59.575,45.304,64.364,34.223,39.979,34.368,25.886,43.225,27.919,48.803,38.426,44.888,35.798,27.55
Group_224_clean_0,33.853,37.692,18.816,18.921,44.657,16.855,20.082,27.618,19.745,27.705,11.35,12.153,70.758,49.167,46.894,49.254,42.7,36.922,49.206,57.823,38.936,49.423,40.245,38.247,83.712,77.301,97.825,175.736,155.667,101.34,78.985,73.707,57.265,47.791,84.046,72.128,99.25,78.91,8.556,14.94,19.857,16.376,5.132,17.084,10.467,20.865,12.259,12.363,34.278
Group_852_clean_0,15.265,25.837,21.885,20.159,28.621,23.479,19.936,17.168,25.646,31.352,23.491,26.1,20.142,17.352,16.858,18.166,18.977,20.98,13.277,18.492,16.072,20.472,14.679,17.601,2.144,2.543,3.25,0.89,1.629,1.891,48.396,34.107,42.492,30.64,30.591,31.182,33.33,44.196,19.975,16.363,17.008,15.556,17.481,18.342,17.24,17.851,14.694,15.844,19.631
Group_1505_clean_1,10.873,10.572,12.435,10.756,13.069,9.349,12.051,11.679,10.878,11.191,12.864,14.258,13.339,6.134,15.866,8.741,10.523,9.255,9.623,11.613,10.105,11.405,8.395,8.741,26.927,30.424,25.269,40.391,21.658,19.313,40.93,38.948,43.043,51.649,46.683,37.085,49.589,51.46,11.33,11.564,13.639,11.852,11.752,8.591,8.99,12.755,7.378,15.364,11.661
Group_1836_clean_0,7.181,9.154,8.626,7.398,7.559,8.967,9.503,7.948,7.232,7.114,8.467,8.8,6.013,5.546,5.598,6.062,6.229,4.998,5.683,5.913,6.561,4.901,5.962,5.952,9.483,10.809,17.302,15.714,13.022,11.462,20.056,16.918,22.195,26.879,19.299,20.367,15.733,21.077,13.655,7.221,9.367,8.969,9.751,6.636,10.145,8.27,7.708,9.417,6.446
Group_186_clean_0,14.232,20.282,18.913,16.714,18.014,14.623,18.703,17.794,18.465,21.496,18.071,17.919,21.896,29.708,24.503,19.209,17.59,24.338,14.505,25.066,18.563,27.328,24.481,28.018,43.739,40.106,37.253,48.403,58.927,54.576,16.717,31.712,18.163,19.902,14.599,27.089,18.063,29.581,26.412,23.418,21.591,17.718,23.796,24.079,29.214,20.515,26.933,26.286,16.826
Group_1314_clean_0,6.422,6.479,8.808,7.503,7.63,7.795,8.125,6.115,8.857,8.575,7.705,7.208,31.624,36.655,33.822,42.63,31.599,40.478,34.662,34.241,40.248,35.93,35.681,41.913,9.667,10.6,9.838,6.992,6.036,8.634,8.888,7.728,7.249,10.738,8.763,8.703,6.615,8.407,6.59,9.34,8.123,8.308,7.604,8.397,7,8.55,7.265,9.374,9.119
Group_472_clean_0,297.155,395.938,310.338,351.7,334.047,342.532,362.59,374.853,443.191,336.681,294.795,279.499,273.232,234.703,210.257,282.063,211.933,200.58,186.905,238.851,217.917,257.446,222.141,194.586,335.705,359.569,353.573,466.333,442.598,417.155,336.711,216.652,443.497,290.471,332.499,280.893,306.107,298.815,264.285,309.264,322.348,322.984,316.801,341.772,248.95,319.281,292.537,279.469,345.666
Group_2121_clean_0,6.244,7.951,5.787,8.108,11.828,7.218,7.435,8.33,6.775,5.806,8.534,11.675,3.54,6.261,5.779,6.093,4.544,3.892,6.703,6.127,4.751,5.284,4.808,3.37,24.212,16.962,14.505,29.158,24.603,21.548,16.646,14.573,12.333,13.44,25.204,13.12,15.601,15.074,11.357,17.091,13.99,14.314,10.861,12.344,11.31,14.718,8.792,14.936,18.672
Group_2694_clean_0,5.923,8.346,5.92,6.448,9.517,5.265,6.37,7.259,8.42,6.657,9.151,8.164,15.514,15.363,14.032,14.026,14.904,14.668,15.039,16.551,13.304,18.601,14.542,14.201,20.731,17.59,18.05,28.317,16.813,18.358,8.767,16.367,12.803,3.722,14.708,11.624,13.636,14.194,10.845,8.738,9.808,8.849,6.871,11.706,10.164,13.646,9.917,7.676,11.914
Group_2082_clean_1,25.984,21.009,16.293,23.738,27.531,20,16.301,18.461,18.851,14.775,22.826,29.408,1.211,0.931,1.759,0.746,0.308,0.326,1.871,1.605,1.485,4.136,0.391,1.33,18.129,17.969,14.623,9.092,10.171,16.619,6.709,9.091,4.104,2.983,1.862,4.478,4.67,6.002,21.915,13.704,17.62,25.295,22.812,21.525,25.15,21.766,23.92,26.19,41.713
Group_139_clean_0,37.046,46.981,42.934,45.134,48.967,40.464,33.313,34.305,47.829,45.724,39.267,47.681,18.88,21.301,22.925,21.56,21.99,22.669,18.158,19.782,21.484,19.046,19.624,21.139,21.283,22.486,24.56,26.277,18.212,27.384,14.407,13.511,15.559,22.875,21.28,19.457,14.315,15.279,24.931,25.433,27.699,23.884,23.995,24.185,20.897,28.834,20.638,23.798,33.441
Group_1765_clean_1,8.095,8.57,8.905,9.7,11.121,9.628,9.691,9.4,9.649,9.856,8.901,10.322,18.828,15.824,15.951,19.475,18.332,15.043,17.663,17.628,16.944,14.393,16.282,14.94,23.365,19.614,20.493,26.427,25.313,24.986,22.861,27.082,27.872,37.947,33.25,34.639,22.328,30.94,9.453,12.478,12.355,13.243,18.539,10.564,12.722,11.834,11.64,13.004,13.396
Group_302_clean_2,167.522,98.377,102.427,109.929,160.05,149.16,163.704,202.936,142.503,152.091,105.98,109.275,188.828,157.406,115.05,163.783,161.231,135.913,182.054,166.488,188.195,109.559,167.519,164.499,134.198,177.845,276.084,229.64,201.667,252.537,287.63,133.052,188.711,186.249,198.962,319.514,217.414,282.636,98.871,149.069,91.852,116.357,161.129,155.8,194.142,146.695,167.706,100.264,175.183
Group_302_clean_1,67.09,63.027,86.777,74.648,97.721,68.808,77.309,88.555,53.995,88.007,79.152,68.687,134.097,104.957,72.016,117.769,90.032,80.58,126.382,117.078,74.644,93.615,81.869,71.774,179.897,149.815,110.351,280.154,215.952,156.279,100.464,95.968,77.224,49.852,96.175,99.571,123.107,71.695,79.075,96.83,92.754,95.646,70.656,117.113,87.641,135.151,102.015,68.533,139.049
Group_302_clean_0,25.414,38.114,39.682,37.478,45.334,30.846,29.783,32.037,33.478,38.619,55.266,46.691,25.077,15.834,22.285,26.028,24.484,16.683,23.613,21.245,23.869,22.178,24.442,24.677,60.296,62.842,52.95,84.662,66.55,66.754,27.038,34.939,27.923,33.759,29.605,30.859,27.424,28.907,27.445,27.304,29.935,22.022,24.153,28.945,19.002,27.953,22.826,23.969,27.963
Group_818_clean_0,2.695,3.491,3.567,4.932,3.674,3.758,4.355,3.635,2.976,3.754,3.337,4.113,6.669,7.064,5.779,4.948,7.183,6.598,2.406,7.214,4.454,5.904,5.61,5.775,3.726,3.211,8.045,2.781,6.756,3.849,2.996,3.598,5.738,4.519,6.991,5.408,3.596,2.874,3.061,4.374,3.67,3.323,5.164,5.108,3.306,3.945,4.654,3.438,3.339
Group_1272_clean_0,22.09,31.976,32.549,27.461,54.043,19.944,24.531,23.94,27.058,18.476,84.08,75.144,58.989,42.504,67.132,17.532,31.147,34.62,20.633,61.796,32.566,68.407,32.192,37.311,35.563,37.494,28.479,55.285,32.435,19.532,62.641,16.948,14.426,15.869,79.824,18.143,73.488,31.194,47.501,57.921,68.926,32.603,11.385,30.957,12.362,31.818,11.919,50.073,37.829
Group_1807_clean_0,12.618,18.55,22.189,8.549,22.758,24.92,14.735,11.382,12.138,11.173,39.817,35.617,15.781,7.829,11.015,44.368,10.292,7.092,35.742,16.907,12.528,11.405,6.323,6.711,27.101,53.398,31.689,82.672,52.933,56.296,59.766,50.004,10.761,21.087,51.254,95.861,6.534,24.576,81.131,100.799,82.004,77.418,94.83,79.327,136.709,84.951,85.742,78.473,130.404
Group_1196_clean_0,20.606,28.529,23.123,27.499,35.383,24.772,32.812,24.767,20.04,17.598,27.869,37.386,47.528,41.191,46.127,61.307,41.092,45.308,60.83,53.891,50.823,44.595,48.973,47.008,33.736,36.486,30.537,42.161,38.262,33.105,8.081,6.485,3.992,1.448,12.607,8.238,7.081,2.708,27.508,16.208,10.851,20.551,36.187,21.979,17.325,11.063,19.648,29.531,30.586
Group_1633_clean_1,107.317,117.608,116.002,115.57,125.283,111.049,117.609,116.247,117.182,106.716,122.875,121.304,133.789,123.809,119.155,133.032,124.876,111.506,116.799,142.825,110.17,115.111,114.784,104.768,234.875,175.97,178.997,346.711,285.949,194.589,121.478,120.183,116.786,94.611,134.185,111.154,129.925,120.858,120.014,140.258,132.908,133.394,138.129,133.337,109.39,133.68,121.57,117.154,133.057
Group_409_clean_0,18.363,11.622,11.149,9.297,12.373,13.739,14.61,15.801,10.208,11.496,8.525,7.598,9.82,5.781,6.376,5.336,6.711,6.618,6.267,8.159,9.157,7.217,10.936,7.322,5.645,8.586,9.601,3.371,4.062,9.847,7.355,10.594,12.721,13.974,6.413,14.181,4.984,9.209,6.455,6.213,7.501,7.047,8.054,5.65,7.635,6.728,7.399,6.342,3.652
Group_1275_clean_1,24.998,28.52,31.312,42.064,49.239,23.59,29.595,28.307,30.349,33.744,36.384,45.824,23.702,25.406,27.296,25.885,24.523,23.567,23.385,25.503,21.81,28.641,23.827,21.267,84.406,84.42,70.498,93.565,90.057,96.841,14.73,32.434,24.38,33.555,42.929,30.727,34.687,36.112,19.751,23.397,16.928,14.915,18.937,22.163,16.539,18.032,18.007,21.428,23.615
Group_2660_clean_0,109.228,82.33,107.364,58.625,99.477,45.497,119.154,77.427,65.838,52.874,61.399,58.507,95.917,63.403,57.824,76.805,62.669,63.778,87.275,90.478,58.811,64.798,57.289,51.61,134.055,117.736,110.213,133.545,129.759,144.655,222.769,199.623,157.725,123.618,246.522,177.107,215.945,138.786,53.067,48.259,71.263,54.355,35.967,61.517,49.457,105.146,62.854,51.504,124.432
Group_1966_clean_1,2.101,2.064,1.832,3.138,3.885,4.112,2.653,1.939,1.94,2.383,2.835,3.29,15.565,14.286,15.738,15.958,13.98,13.858,19.871,9.337,17.825,12.097,17.103,21.858,3.185,3.829,6.381,4.681,2.694,3.897,7.254,10.885,2.481,3.751,10.297,10.957,8.125,3.343,0.458,1.984,1.284,1.882,1.152,2.428,3.969,0.911,0.96,2.093,1.463
Group_1966_clean_0,0.926,1.562,1.213,2.965,0.979,0.986,0.0001,1.123,0.884,1.407,0.415,2.901,2.442,1.607,1.834,6.021,1.666,1.403,3.089,4.217,3.783,1.23,1.593,1.833,2.491,4.427,5.702,1.44,1.284,4.451,7.254,10.885,2.481,3.751,10.297,10.957,8.125,3.343,12.147,5.195,31.409,22.322,29.651,6.259,16.444,5.567,3.168,13.367,9.291
Group_1832_clean_0,9.722,9.01,11.549,10.602,9.103,9.916,10.704,10.248,12.239,9.408,9.865,9.552,45.332,33.892,57.408,40.964,48.939,40.458,38.524,48.882,52.231,33.449,38.945,48.23,20.058,20.452,18.011,25.427,21.407,23.019,15.345,14.483,13.987,11.409,14.24,15.232,13.818,12.093,11.868,14.732,12.867,13.003,18.224,13.863,12.816,14.107,12.868,14.146,14.143
Group_1806_clean_0,52.786,58.531,40.689,53.779,68.888,39.627,55.421,50.53,58.342,52.382,47.011,43.188,170.933,156.613,127.654,186.59,143.294,147.825,202.44,150.892,164.518,120.157,154.697,153.787,43.729,65.524,72.054,73.489,67.01,75.465,59.16,59.826,36.631,37.675,73.271,63.021,46.105,40.794,43.829,52.28,53.292,49.96,47.321,52.607,44.796,62.745,55.61,38.083,87.662
Group_843_clean_0,21.698,23.504,20.963,23.517,28.359,24.502,25.7,23.919,23.717,36.674,34.359,37.581,50.031,43.396,44.335,68.617,44.992,45.11,43.137,45.752,44.75,51.481,44.77,45.165,29.52,36.895,36.445,27.157,32.811,30.965,35.896,34.087,33.987,43.001,43.487,34.952,30.909,36.786,26.529,28.072,25.132,29.319,28.489,28.035,32.207,28.704,22.877,37.72,28.528
Group_2117_clean_0,35.539,32.083,36.686,32.901,34.616,34.939,36.258,33.849,46.692,36.612,36.577,33.919,23.702,26.641,23.746,17.747,28.095,24.397,18.574,24.883,26.829,24.681,27.218,24.194,15.862,17.78,35.825,5.431,3.175,15.76,9.675,6.765,8.841,11.953,5.796,9.511,6.555,10.519,31.153,40.685,47.465,43.884,38.47,35.707,24.837,39.617,40.368,31.891,29.517
Group_1401_clean_0,13.9,16.387,18.173,16.599,17.934,16.028,14.401,20.591,17.511,19.363,23.356,20.13,10.333,10.072,10.695,11.91,13.547,8.919,12.871,11.542,10.469,9.988,11.806,9.796,12.514,13.392,13.176,8.432,9.221,10.879,78.349,83.149,83.717,87.138,69.348,70.461,71.391,90.69,10.396,13.579,15.645,11.181,7.929,10.371,13.603,9.852,11.165,12.78,14.637
Group_461_clean_0,1615.183,1652.639,1302.336,2051.107,2032.025,1426.239,1400.819,1449.561,1312.784,1395.037,1748.885,1589.415,15.268,16.098,11.462,21.366,18.765,17.937,15.316,17.141,16.005,14.093,15.588,17.118,3134.467,1973.089,2067.288,2703.742,2359.123,1723.09,1016.702,804.497,1365.172,499.06,1094.749,768.154,1456.502,899.056,753.415,1021.392,964.457,911.674,756.272,698.588,646.034,714.574,713.588,1510.337,928.898
Group_1895_clean_0,33.094,39.397,39.597,36.969,33.607,33.199,32.822,34.093,41.126,47.964,34.349,35.83,37.39,34.989,27.851,31.538,35.71,39.105,29.702,37.258,32.394,33.842,28.381,32.472,69.176,59.122,76.702,79.691,99.163,68.158,19.219,17.851,21.072,18.464,18.393,16.294,10.597,16.443,41.98,47.22,59.78,55.065,41.246,64.119,42.248,55.416,38.201,43.977,46.646
Group_531_clean_0,48.786,56.125,52.154,49.682,47.009,49.497,40.404,47.552,48.307,59.55,53.819,47.115,68.439,56.819,56.075,54.08,57.21,57.081,54.484,56.157,52.413,54.025,56.136,55.759,118.285,114.276,114.181,167.194,90.454,133.547,111.844,100.609,113.314,75.02,116.539,109.486,135.659,138.464,75.879,85.017,78.814,76.016,82.816,74.025,65.257,78.544,70.645,66.622,93.866
Group_2273_clean_0,31.598,17.572,16.378,37.756,31.588,27.199,24.447,21.641,42.863,22.992,57.117,48.071,43.372,25.348,55.606,14.68,30.222,24.259,8.673,39.869,20.287,49.279,26.368,16.477,85.549,67.758,41.202,48.873,24.363,21.873,33.263,19.564,16.631,24.605,33.937,27.22,36.835,36.18,29.025,21.008,36.253,37.388,9.793,13.94,13.991,20.825,15.675,38.222,31.232
Group_264_clean_0,71.268,26.833,47.18,29.629,46.08,25.023,40.372,35.524,28.927,17.804,19.73,21.094,0.318,1.225,0.277,0.0001,0.0001,0.78,0.248,0.325,0.0001,0.3,0.0001,0.0001,0.0001,1.037,1.507,0.0001,1.013,1.213,10.704,31.973,9.944,11.545,5.895,11.604,5.744,19.649,2.083,0.364,1.023,0.711,0.827,3.018,2.463,3.184,3.24,2.466,0.918
Group_1935_clean_1,6.635,6.991,9.05,7.139,6.267,9.367,8.48,8.33,7.171,7.777,7.898,4.148,25.385,24.054,23.458,21.663,21.182,20.989,22.148,23.928,25.929,22.747,21.071,22.607,6.206,5.335,5.249,3.361,3.822,5.139,35.744,24.075,43.747,40.153,57.876,15.859,17.506,33.648,83.043,66.451,108.078,97.978,78.156,65.58,46.766,70.514,66.692,106.018,72.632
Group_921_clean_0,29.058,26.286,27.15,23.901,20.245,32.083,31.214,31.295,22.254,28.807,20.318,21.324,29.807,34.215,29.568,28.87,33.563,38.621,28.049,31.426,33.055,37.471,35.799,32.916,35.461,44.294,49.602,17.985,13.732,29.762,58.373,58.413,89.935,72.844,53.116,72.31,70.134,54.138,48.255,115.116,92.403,86.186,108.865,82.113,63.315,72.056,86.866,60.397,52.678
Group_176_clean_0,34.696,29.184,26.592,30.368,30.912,32.046,37.511,34.411,32.502,30.205,32.527,32.84,33.029,29.032,29.418,30.965,35.836,30.837,29.93,29.404,25.335,29.551,27.765,23.543,35.594,35.549,47.947,48.033,49.017,42.074,25.494,28.354,31.098,31.573,24.118,27.816,26.816,27.548,28.872,25.932,27.197,31.592,26.111,26.052,26.893,35.132,31.783,25.987,34.086
Group_1273_clean_1,13.746,14.449,13.891,9.509,13.755,14.446,17.346,15.123,9.182,15.689,14.417,10.844,18.069,20.938,20.814,17.267,23.435,21.167,17.841,23.948,19.645,22.447,21.618,20.804,15.209,16.812,18.71,8.382,8.344,13.878,9.958,15.796,21.062,20.116,26,15.182,10.647,15.993,8.556,7.543,12.857,13.183,15.344,10.612,9.785,8.24,7.76,7.794,14.113
Group_2085_clean_0,2.481,1.49,2.39,2.216,3.179,1.758,1.347,1.791,3.85,3.486,0.733,1.716,10.291,8.926,11.057,6.032,12.295,12.317,3.277,19.925,5.785,6.628,7.867,9.894,2.756,2.573,1.123,0.71,1.702,1.003,4.096,13.15,12.302,3.683,8.514,4.569,31.152,13.275,3.052,4.467,2.978,3.734,1.812,0.977,0.805,1.051,1.176,2.53,2.633
Group_104_clean_3,34.53,35.834,85.418,20.226,27.662,43.711,23.862,30.108,41.918,80.633,57.879,23.199,18.049,12.786,27.296,18.79,16.194,17.73,19.356,19.518,14.482,21.186,15.598,16.29,14.025,54.635,61.281,23.406,27.067,43.631,20.783,20.517,9.321,18.804,40.091,11.25,41.819,19.943,18.871,19.148,20.208,15.445,32.196,27.271,53.492,30.817,27.108,23.787,14.082
Group_104_clean_2,60.644,66.814,58.001,78.726,69.191,61.664,59.441,68.631,66.772,66.539,55.372,50.98,75.621,59.984,54.732,56.38,65.596,58.128,49.553,74.567,67.834,57.457,69.711,58.519,51.293,64.567,99.016,75.54,77.578,77.184,66.293,53.01,84.82,54.545,63.672,48.092,75.919,56.592,56.021,61.766,52.54,56.477,61.659,59.63,60.757,54.916,59.046,47.094,73.61
Group_104_clean_1,30.542,27.058,23.402,32.287,37.209,27.813,26.87,33.574,24.468,19.668,32.845,33.3,33.081,29.737,37.629,33.45,24.282,23.666,37.89,28.144,25.392,32.363,24.012,25.071,40.534,48.662,42.551,41.121,47.587,43.545,104.832,52.429,45.605,36.723,48.585,50.589,74.703,42.916,23.728,21.496,21.602,25.686,31.023,20.441,20.584,21.195,20.401,19.826,37.748
Group_104_clean_0,25.117,15.624,11.561,17.683,19.7,19.069,25.408,21.333,16.18,21.54,18.756,20.086,13.062,36.253,49.39,24.791,29.452,50.553,2.911,8.799,27.94,43.819,20.338,19.759,21.385,18.288,19.557,22.506,22.556,20.287,10.291,8.549,8.504,5.588,7.01,7.298,6.788,6.022,11.312,18.15,18.794,24.214,14.6,12.015,16.634,13.476,13.054,18.332,14.587
Group_833_clean_0,3.466,4.855,4.962,3.339,4.4,4.465,4.229,5.098,3.535,4.364,4.012,4.882,5.295,5.595,3.913,5.878,4.747,5.512,5.475,5.263,5.996,2.936,5.17,4.533,8.972,9.373,8.676,9.723,7.571,8.911,22.125,10.394,20.062,29.153,20.175,18.012,15.996,18.457,3.708,3.574,3.179,4.204,4.2,3.483,3.439,4.445,5.18,3.94,4.075
Group_626_clean_0,20.452,13.453,21.182,12.848,15.602,16.269,20.531,14.243,12.717,17.168,19.528,15.805,42.951,39.251,35.208,30.25,35.017,38.591,33.058,42.186,33.017,35.299,34.137,38.592,22.058,29.646,33.767,9.593,12.27,19.552,23.063,18.402,16.355,23.983,16.988,17.81,12.866,20.118,12.38,13.527,12.877,13.984,13.448,12.412,12.826,13.486,12.703,13.997,9.926
Group_2416_clean_0,0.534,0.556,1.31,2.994,1.453,0.577,1.128,0.233,0.559,10.483,1.157,1.442,32.024,44.229,29.333,29.647,26.429,26.728,22.643,30.928,29.051,22.251,32.192,25.869,3.124,0.07,6.214,2.001,4.48,5.1,19.612,35.16,33.334,66.877,35.55,33.851,22.399,35.525,4.193,11.241,7.03,8.619,4.085,3.55,4.462,4.575,4.943,4.207,7.798
Group_2041_clean_0,18.137,20.767,16.171,21.588,22.717,23.655,22.766,20.538,18.364,20.752,19.807,28.073,8.311,7.799,9.117,9.579,8.126,6.42,10.317,8.108,6.935,7.207,8.209,5.933,63.123,49.499,70.38,40.671,42.783,45.866,12.631,12.338,10.904,14.071,15.405,16.486,19.734,20.598,13.314,13.299,13.749,14.164,10.987,14.579,10.344,12.255,11.434,13.517,16.665
Group_265_clean_0,6.6,6.3,7.958,7.292,6.953,8.446,5.765,6.963,7.628,7.025,6.316,7.713,14.375,17.627,14.469,13.28,14.586,15.517,13.326,15.942,14.856,15.53,12.773,12.92,8.748,8.017,12.142,2.051,3.279,6.953,4.005,4.701,4.349,7.852,3.495,4.023,2.978,4.262,6.266,7.387,9.046,10.761,9.772,9.49,7.711,7.078,8.534,7.708,11.601
Group_434_clean_0,27.515,41.641,27.296,35.108,42.235,31.237,31.788,37.59,44.244,33.78,45.632,62.346,51.324,46.933,45.05,52.526,46.398,44.873,48.652,52.56,51.196,41.338,57.827,47.284,90.061,72.634,43.92,121.972,116.341,65.045,51.685,45.794,53.773,57.84,70.025,58.786,69.101,59.055,45.041,47.999,60.572,55.586,35.957,42.856,38.052,58.97,43.165,44.297,64.763
Group_2587_clean_0,71.446,69.192,70.606,69.304,70.241,86.752,90.958,83.447,83.866,79.28,78.043,81.176,24.564,26.376,26.454,27.326,20.142,20.466,32.217,27.961,22.356,27.679,25.107,20.114,11.545,3.969,3.575,1.72,3.665,6.476,13.63,17.74,11.71,13.887,15.813,18.426,20.099,17.362,19.32,24.821,23.106,25.375,26.792,24.514,26.22,24.129,26.169,24.022,28.76
Group_240_clean_0,40.394,28.538,43.31,38.005,27.43,37.264,36.06,38.459,54.086,39.586,35.777,27.586,23.907,26.249,23.447,31.988,24.773,39.273,27.583,36.395,21.829,17.164,24.169,22.578,47.087,25.787,32.132,35.139,49.654,29.6,4.459,14.152,45.595,12.876,6.054,14.949,9.138,16.228,23.153,37.766,31.911,37.347,22.456,36.674,25.074,26.962,28.274,27.78,37.193
Group_2565_clean_0,27.515,22.229,36.783,26.914,42.356,20.716,31.12,31.518,18.75,18.243,35.391,39.244,16.571,7.398,9.053,25.588,8.367,5.897,22.791,12.04,6.379,7.941,5.688,5.824,4.134,7.239,4.106,8.812,19.987,4.967,25.666,12.749,6.871,2.332,28.012,14.363,9.665,3.783,9.391,13.569,11.743,10.491,4.588,8.881,6.195,14.437,8.235,5.562,23.736
Group_240_clean_2,7.359,9.441,14.364,6.947,12.988,9.107,9.983,8.245,10.756,11.12,12.777,14.602,9.122,6.741,8.285,6.982,6.364,7.665,9.554,8.982,4.617,9.647,5.747,7.47,12.116,8.815,11.541,12.873,16.531,13.658,6.346,5.573,5.656,9.426,14.031,8.49,15.784,9.414,8.933,5.164,6.258,5.596,5.813,7.004,6.489,7.249,7.213,6.972,7.546
Group_2316_clean_1,0.083,0.0001,0.0001,0.0001,0.0001,0.056,0.0001,0.0001,0.203,1.819,0.0001,0.0001,77.314,80.481,142.507,63.863,52.02,56.42,53.424,60.017,55.756,104.575,45.601,40.77,37.901,33.295,30.31,40.521,26.065,40.03,19.612,28.755,16.754,9.183,15.276,19.922,17.617,24.615,21.08,21.06,18.924,19.88,16.748,26.807,18.576,24.429,18.894,17.798,23.282
Group_873_clean_0,36.417,37.378,36.031,38.84,37.563,39.125,37.229,34.294,30.705,37.319,35.728,32.38,49.241,28.189,42.16,28.175,47.187,42.789,36.494,48.506,42.595,38.401,43.744,43.618,48.425,50.467,62.522,54.004,51.545,55.407,14.659,19.224,18.714,25.995,15.096,17.8,17.07,17.616,76.265,62.669,63.21,62.683,56.674,79.791,60.426,76.742,73.689,70.262,67.336
Group_2557_clean_0,1265.8,1277.979,1193.503,1350.988,1409.678,1222.048,1404.338,1628.642,1843.915,1420.216,1493.502,1248.242,2325.816,1834.798,2453.196,1751.722,1695.239,1710.627,1605.874,2019.847,1916.935,1866.654,1957.751,1897.207,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1838.248,1869.487,2565.401,3338.843,1811.36,1614.47,2684.7,2444.426,1278.169,1387.227,1260.309,930.633,1843.516,1805.824,1420.034,1440.161,1156.835,1290.4,1406.753
