Orthogroups,HCH_1_F,HCH_2_F,HCH_3_F,HCH_4_F,HCH_5_F,HCH_6_F,HCH_1_M,HCH_2_M,HCH_3_M,HCH_4_M,HCH_5_M,HCH_6_M,HDO_1_F,HDO_2_F,HDO_3_F,HDO_4_F,HDO_5_F,HDO_6_F,HDO_1_M,HDO_2_M,HDO_3_M,HDO_4_M,HDO_5_M,HDO_6_M,HER_1_F,HER_2_F,HER_3_F,HER_1_M,HER_2_M,HER_3_M,HME_1_F,HME_2_F,HME_3_F,HME_4_F,HME_1_M,HME_2_M,HME_3_M,HME_4_M,HSA_1_F,HSA_2_F,HSA_3_F,HSA_4_F,HSA_5_F,HSA_1_M,HSA_2_M,HSA_3_M,HSA_4_M,HSA_5_M,HSA_6_M
Group_1030_clean_1,19.728,22.561,24.033,25.954,27.37,26.241,20.05,20.422,23.595,21.729,22.922,29.842,10.63,9.475,8.274,8.822,8.55,8.485,7.99,9.195,8.889,8.23,8.248,8.081,3.236,6.831,0.433,3.501,4.104,7.259,4.318,5.182,5.472,5.607,8.385,8.511,5.045,7.312,5.934,6.182,5.716,3.574,5.006,5.969,8.289,5.356,7.089,6.769,7.818
Group_905_clean_0,40.038,45.069,35.291,35.741,33.253,41.255,49.186,40.399,36.657,39.882,32.083,25.871,30.249,32.02,29.877,38.285,33.66,34.067,37.84,33.082,37.844,37.926,36.668,38.089,49.823,59.262,61.281,31.068,27.495,52.36,33.706,37.225,52.037,69.229,35.032,34.75,30.605,39.543,37.859,41.62,46.452,47.968,47.258,39.683,36.868,35.452,39.058,42.482,41.35
Group_726_clean_0,4.677,6.067,6.988,5.517,6.015,8.418,5.879,5.362,6.389,6.505,5.497,5.952,8.537,9.014,7.901,9.293,10.889,7.724,8.119,8.23,10.737,7.806,10.017,10.308,7.309,7.957,6.677,4.651,4.845,7.431,4.782,7.256,5.717,7.259,5.099,7.54,5.349,4.262,3.995,3.813,4.453,4.144,5.331,4.953,4.916,4.355,5.201,5.402,4.237
Group_367_clean_0,31.847,36.014,41.793,31.721,43.133,45.906,37.219,38.279,43.472,37.355,35.892,46.275,23.22,20.821,23.266,24.096,22.828,21.296,24.257,25.086,22.471,23.378,24.218,20.518,20.803,20.602,16.642,27.917,34.826,23.573,36.541,28.996,29.403,33.079,37.253,29.747,32.378,36.307,16.663,20.093,19.786,21.121,16.496,19.203,13.792,22.126,18.956,15.94,24.907
Group_470_clean_2,4.499,3.976,7.376,5.45,4.703,4.8,4.396,5.914,5.932,3.512,26.21,5.006,63.391,64.716,66.418,92.988,69.168,75.829,70.79,76.772,76.857,60.208,106.79,79.963,6.635,30.533,3.683,4.251,2.558,4.126,30.216,9.051,23.972,24.644,110.514,29.565,15.115,28.174,21.133,22.431,7.261,11.351,21.262,25.114,43.252,23.828,8.101,13.912,28.155
Group_470_clean_1,2.766,0.844,5.241,1.612,7.882,3.386,6.13,1.219,1.117,1.147,38.043,4.679,11.307,172.936,230.069,36.169,70.285,88.225,56.196,95.701,47.873,97.534,83.207,96.273,0.235,4.747,6.795,0.0001,0.0001,1.089,63.418,20.507,59.041,126.806,267.394,23.116,69.932,57.169,34.106,32.031,50.955,88.569,42.147,46.387,134.805,47.777,14.498,39.578,28.962
Group_470_clean_0,1047.652,652.02,822.096,784.698,934.686,595.113,692.42,725.162,1109.583,765.07,963.45,864.766,2837.343,2781.391,2129.125,3152.601,2576.32,2487.554,2815.374,2865.72,2576.806,2238.394,3106.403,2673.856,1726.859,2521.532,2184.552,758.71,891.085,1763.349,967.812,1216.193,1368.797,1175.381,883.449,1017.531,1013.854,559.241,764.449,997.465,699.011,785.148,960.888,1018.642,1059.477,1252.707,1252.534,1038.017,1054.006
Group_1605_clean_0,23.788,20.767,14.934,17.616,13.806,15.181,14.599,13.48,19.075,18.942,15.034,12.648,19.198,16.196,21.581,19.434,20.98,18.974,17.326,18.299,22.241,19.831,20.865,22.952,26.019,27.342,25.781,19.875,27.339,24.728,37.016,49.452,29.076,40.445,46.464,52.206,60.085,33.062,9.471,10.015,10.7,14.254,13.7,9.771,11.746,9.541,11.557,8.83,6.375
Group_1516_clean_0,31.052,45.401,33.677,32.162,38.178,55.813,44.205,42.974,52.542,51.073,32.527,34.326,37.647,33.225,34.75,47.977,46.927,42.275,50.929,28.988,43.831,35.92,31.147,41.903,4.849,17.839,16.081,25.007,1.848,10.803,2.27,1.133,15.181,3.333,2.977,1.85,0.476,0.156,106.071,107.812,118.688,94.485,119.213,139.218,111.228,137.434,120.042,110.214,153.999
Group_415_clean_0,12.167,11.038,12.447,8.3,16.864,10.307,14.192,11.88,12.991,16.8,9.518,11.569,33.081,24.397,34.163,27.899,30.511,22.698,23.91,33.58,30.21,26.283,33.541,25.702,24.182,25.458,17.223,40.171,43.566,31.042,32.758,26.931,26.534,20.747,24.706,24.258,28.062,29.014,13.314,10.764,15.364,20.29,9.437,10.748,9.596,11.794,9.112,8.061,16.635
Group_2602_clean_0,9.484,10.697,12.229,11.274,10.778,11.153,13.033,10.82,9.944,10.367,11.408,12.153,14.211,18.489,14.704,17.584,18.313,15.853,16.049,14.743,15.804,15.902,15.217,14.93,17.945,12.863,16.179,27.437,17.209,15.062,13.337,25.217,13.272,21.816,32.991,22.661,17.648,21.008,8.053,9.797,9.056,9.5,9.144,9.481,7.237,7.859,7.337,8.84,12.539
Group_1463_clean_0,27.467,30.297,26.325,36.998,33.253,22.316,34.639,37.23,38.028,32.786,38.486,34.37,38.508,36.655,39.249,32.581,34.584,38.631,32.078,37.726,38.754,36.044,38.74,39.459,66.257,46.608,50.143,73.279,69.37,36.314,28.319,33.957,30.342,51.134,42.212,27.523,41.404,28.936,29.761,37.35,36.484,32.403,31.558,25.684,27.764,29.916,26.592,32.873,28.891
Group_102_clean_5,5.009,2.962,2.548,5.066,7.731,3.665,2.172,2.183,2.681,2.796,6.374,3.131,10.148,8.113,10.951,11.225,11.303,10.826,11.237,10.292,8.314,8.024,11.698,11.304,2.991,10.091,17.391,6.242,4.824,7.775,6.053,4.37,2.195,5.209,7.389,1.344,4.214,2.815,3.214,5.351,3.46,3.754,3.708,1.886,3.211,2.954,3.085,4.409,2.895
Group_102_clean_4,1.781,2.342,1.468,2.159,1.342,1.609,0.47,1.049,3.433,2.706,0.858,1.415,54.967,50.519,44.389,49.51,50.759,48.617,49.959,53.352,51.943,43.209,54.915,50.428,3.45,5.833,8.114,3.801,1.639,4.671,4.197,5.713,4.176,5.714,3.366,5.296,6.686,1.359,3.663,1.392,4.152,4.394,2.283,1.528,2.311,2.223,1.073,1.484,3.228
Group_102_clean_1,652.296,635.786,225.574,554.335,448.915,790.355,479.718,384.285,526.377,318.178,266.386,380.735,505.986,414.126,558.138,611.97,706.13,772.097,763.077,528.554,623.646,353.305,688.333,652.684,216.206,231.962,349.024,112.17,129.352,264.725,463.436,538.684,259.043,452.075,485.236,500.714,246.205,292.842,480.333,587.381,482.685,695.458,1216.554,440.65,821.41,1027.948,1038.083,366.494,1198.23
Group_102_clean_0,57.926,166.581,49.63,60.371,58.221,64.231,59.556,54.547,59.307,44.756,60.56,70.784,94.47,102.214,156.166,125.17,135.13,140.802,128.343,135.509,203.214,115.339,176.745,175.635,150.867,159.667,86.579,72.609,164.909,155.209,49.879,31.832,75.591,54.254,63.104,52.681,47.118,70.356,79.183,64.529,64.554,69.44,71.054,50.934,47.268,61.694,66.342,68.052,44.961
Group_102_clean_3,66.484,52.913,55.987,62.607,69.009,57.515,57.603,50.064,46.032,48.367,82.238,61.603,86.96,63.688,103.78,120.642,68.484,59.225,105.314,112.232,102.163,95.735,83.657,66.304,44.709,49.42,53.265,51.514,61.141,67.184,72.851,43.078,31.772,34.333,51.483,44.676,42.042,26.277,55.913,47.657,43.745,56.276,50.117,33.859,36.015,34.621,43.918,52.038,63.321
Group_102_clean_2,58.911,71.795,51.365,59.987,60.784,63.636,68.025,71.429,65.848,65.41,68.766,66.423,51.386,37.311,59.53,62.667,58.221,50.148,65.612,50.406,57.049,45.722,53.947,56.025,42.351,33.774,27.908,20.175,28.989,38.272,222.769,199.623,157.725,123.618,246.522,177.107,215.945,138.786,49.422,64.81,48.538,53.574,51.311,47.731,52.81,43.582,46.044,45.984,54.928
Group_1177_clean_0,31.195,30.333,28.837,31.183,23.928,33.516,36.467,37.346,30.786,37.481,33.935,23.562,14.078,15.148,16.485,14.588,17.321,18.086,13.881,16.917,20.038,16.109,20.553,22.676,3.665,13.801,16.613,4.781,5.023,16.619,10.19,13.641,16.019,16.18,15.873,15.141,15.49,20.109,22.31,26.026,22.855,22.372,20.529,20.847,22.971,23.698,24.002,22.303,21.003
Group_1229_clean_0,16.796,14.888,23.183,11.591,20.346,14.307,16.552,13.173,7.008,9.122,9.798,22.067,24.02,22.575,16.996,24.004,19.526,19.597,21.593,20.036,23.927,19.501,15.871,21.04,25.672,27.671,30.251,43.742,32.121,35.187,24.566,22.862,11.986,9.718,29.476,23.733,11.336,25.417,102.749,107.822,107.296,99.43,82.073,103.357,101.083,120.424,103.418,100.584,121.94
Group_233_clean_0,6.885,13.12,9.802,11.533,15.128,6.595,6.36,9.082,9.974,9.283,10.646,8.915,4.987,3.919,5.534,18.269,6.152,5.551,19.871,6.117,4.444,5.521,3.509,5.085,36.227,14.758,7.622,24.236,15.653,10.602,2.22,3.167,1.991,1.506,1.245,4.852,1.104,0.743,5.135,6.203,4.603,5.225,6.127,2.844,5.219,3.925,5.995,4.046,3.601
Group_490_clean_4,38.032,24.85,53.512,23.968,30.569,33.543,34.472,33.171,31.761,31.065,38.496,32.256,20.788,13.874,18.009,24.045,17.33,14.717,19.118,13.899,20.344,18.084,18.735,18.813,101.565,64.547,44.481,24.236,23.611,50.727,20.551,14.513,34.988,27.18,40.967,22.095,28.963,42.974,33.262,59.407,64.835,48.889,36.04,46.754,18.926,24.469,26.469,50.137,31.131
Group_1824_clean_0,18.422,18.541,19.059,18.374,14.371,21.423,22.296,18.716,19.674,20.976,15.275,17.68,30.772,30.207,25.761,29.769,32.061,33.316,28.118,29.282,30.114,26.5,31.176,32.137,47.822,42.1,41.95,31.128,31.996,22.073,40.496,40.071,5.717,23.002,19.986,27.938,17.455,14.634,18.539,19.979,18.603,18.779,24.174,21.234,18.254,16.72,17.635,18.417,20.226
Group_1824_clean_1,70.128,69.793,72.292,74.495,67.294,64.175,92.587,88.099,93.048,87.085,79.084,75.011,87.257,76.376,72.453,84.483,74.213,74.564,81.483,81.903,77.441,77.299,79.093,73.212,83.702,77.59,94.477,87.893,75.865,91.225,30.922,33.767,44.717,40.134,31.228,32.395,31.668,39.807,49.386,57.444,61.726,57.968,62.665,59.156,56.627,54.685,56.91,53.618,74.236
Group_2348_clean_0,6.802,4.649,6.114,5.21,3.774,7.367,7.446,5.066,6.287,5.744,6.837,7.615,9.07,9.72,12.134,12.544,10.572,10.638,8.98,9.063,11.647,11.136,9.793,8.919,8.044,9.633,12.231,8.642,10.745,9.523,163.286,176.531,187.914,270.88,175.003,146.056,232.66,216.425,7.873,12.249,14.762,11.582,12.757,11.512,11.13,11.514,10.175,11.456,10.622
Group_2281_clean_0,10.351,13.363,18.622,9.47,15.875,26.074,23.413,22.51,14.565,9.587,10.704,14.266,45.383,47.384,44.303,32.049,47.331,41.91,37.355,49.766,47.499,52.194,40.929,44.604,44.137,17.341,19.528,28.748,54.186,31.901,21.217,35.871,11.731,22.7,29.157,25.118,30.99,33.306,36.252,46.4,38.179,36.647,36.826,44.084,38.876,39.117,32.412,38.041,39.342
Group_2281_clean_1,2.837,4.972,2.584,5.085,1.938,2.549,1.754,1.526,4.997,4.032,5.796,5.546,45.383,47.384,44.303,32.049,47.331,41.91,37.355,49.766,47.499,52.194,40.929,44.604,44.137,17.341,19.528,28.748,54.186,31.901,21.217,35.871,11.731,22.7,29.157,25.118,30.99,33.306,36.252,46.4,38.179,36.647,36.826,44.084,38.876,39.117,32.412,38.041,39.342
Group_1173_clean_0,30.91,29.49,37.887,34.609,46.958,37.683,36.06,41.988,43.706,37.31,36.239,45.736,30.536,20.429,24.29,22.685,20.036,18.362,20.673,24.344,21.341,21.444,21.286,19.572,92.664,93.325,102.433,126.963,94.317,88.78,109.382,100.689,132.916,112.249,106.462,99.753,135.082,111.688,35.345,47.906,44.778,45.956,39.821,38.425,32.955,39.878,42.628,44.489,56.592
Group_138_clean_0,6.493,6.946,6.939,7.685,8.175,7.125,5.984,5.903,5.637,6.998,8.091,6.43,11.461,9.112,11.772,12.36,9.551,7.922,12.277,11.268,9.483,8.913,10.741,9.678,11.32,10.869,10.448,15.254,16.802,13.248,10.502,18.031,15.508,22.603,14.748,17.345,15.773,21.966,9.857,8.634,9.256,10.43,17.816,8.639,9.511,16.41,22.372,10.089,10.643
Group_1671_clean_0,24.963,17.32,19.192,18.825,18.024,28.074,22.63,21.323,26.703,19.408,24.156,21.218,27.601,33.5,30.623,29.473,42.229,36.369,32.93,31.518,33.821,30.471,34.538,32.975,22.947,24.989,38.169,7.082,12.604,19.571,14.154,20.076,25.871,24.148,18.811,23.783,16.057,20.265,15.334,12.28,12.265,11.942,14.119,11.531,13.072,11.974,12.476,11.05,10.421
Group_795_clean_0,36.216,23.979,25.61,20.101,38.542,24.316,40.143,38.904,21.32,15.591,22.739,19.75,26.483,19.929,20.707,27.755,17.456,17.295,32.514,27.839,18.572,18.859,14.767,14.911,19.854,19.904,18.139,63.127,45.843,23.229,30.256,48.099,1.695,0.243,52.927,31.223,46.51,1.809,15.047,18.223,20.077,15.816,10.809,22.299,21.2,33.52,27.284,9.011,51.246
Group_159_clean_0,13.496,11.236,13.733,13.116,12.898,12.967,13.44,11.149,12.838,14.032,13.877,12.329,12.846,11.454,9.959,11.675,12.738,10.737,12.356,12.243,8.86,10.422,9.714,9.007,67.696,48.991,37.391,60.296,76.805,41.797,30.357,34.639,26.126,32.049,39.225,31.728,39.418,27.304,14.005,11.865,12.736,12.633,9.604,12.199,12.75,15.569,14.746,11.285,12.63
Group_1_clean_11,25.117,15.624,11.561,17.683,19.7,19.069,25.408,21.333,16.18,21.54,18.756,20.086,13.062,36.253,49.39,24.791,29.452,50.553,2.911,8.799,27.94,43.819,20.338,19.759,21.385,18.288,19.557,22.506,22.556,20.287,10.291,8.549,8.504,5.588,7.01,7.298,6.788,6.022,6.024,6.649,7.02,6.977,6.274,7.178,5.579,6.017,5.954,6.844,4.782
Group_1625_clean_0,40.631,45.706,35.885,37.813,52.691,36.818,45.124,43.97,42.7,37.525,51.534,37.174,48.954,47.158,38.791,49.418,37.954,44.646,43.019,51.229,32.059,35.682,37.763,29.151,66.094,52.162,47.219,139.887,134.72,74.147,0.0001,1.243,0.0001,1.195,0.0001,5.175,1.905,1.838,67.71,68.716,52.249,52.373,52.641,77.324,54.6,66.339,54.629,64.134,90.235
Group_1_clean_10,6.457,7.233,8.334,6.045,4.562,8.046,8.177,6.899,7.567,6.469,4.243,4.352,70.696,69.821,66.887,72.277,70.814,80.54,72.146,76.254,75.142,62.524,73.278,75.883,5.522,6.691,8.252,3.461,6.433,5.721,26.301,19.554,13.517,22.487,32.115,23.723,13.605,27.098,63.041,82.243,65.446,62.102,65.828,64.11,51.796,58.67,54.805,62.319,75.325
Group_339_clean_1,22.043,27.336,30.996,26.213,30.417,24.586,22.922,26.367,26.449,29.587,28.361,22.315,12.487,9.573,9.49,10.714,9.195,8.544,15.772,10.729,9.147,9.337,9.656,7.825,44.219,37.603,28.006,44.712,43.211,33.516,24.576,20.687,22.91,24.119,23.272,23.288,30.402,30.979,36.422,24.644,32.693,30.16,25.65,21.138,29.128,17.521,18.368,29.318,20.297
Group_1549_clean_0,14.375,13.399,18.331,15.515,17.923,14.614,19.81,16.66,14.768,14.901,19.45,17.389,17.238,17.166,16.612,19.035,17.571,16.011,15.306,18.38,16.877,15.778,18.256,17.483,21.875,16.812,22.147,39.08,33.009,22.341,26.17,28.304,41.563,29.551,33.728,23.541,31.76,29.454,32.032,42.67,33.114,36.617,29.683,34.275,32.074,31.468,24.405,36.567,37.486
Group_1049_clean_0,11.775,15.14,12.726,17.846,16.773,17.469,14.046,15.536,15.449,13.646,17.83,16.637,19.588,21.056,16.037,22.603,19.872,17.937,24.296,23.846,17.691,15.778,16.204,15.995,13.219,21.728,20.847,15.474,19.705,18.606,27.119,31.672,35.927,34.284,24.626,20.842,19.714,25.388,18.539,23.595,20.9,20.661,26.572,19.803,19.75,18.692,18.193,18.534,18.733
Group_635_clean_0,43.528,53.882,43.613,55.698,55.668,41.757,53.144,53.074,50.978,48.887,57.898,52.572,31.818,27.572,22.008,31.804,27.44,21.533,30.257,28.094,27.883,24.825,25.957,23.967,259.006,192.623,169.632,458.471,374.533,203.988,69.511,67.563,66.637,43.389,86.028,70.784,81.471,64.608,68.41,78.607,75.314,69.81,69.2,68.26,60.625,84.271,66.228,63.899,109.139
Group_996_clean_0,9.864,10.015,9.111,8.069,8.175,9.507,9.315,9.845,10.421,10.179,7.618,7.881,11.43,8.857,8.967,10.274,9.416,8.87,8.366,12.172,8.563,10.029,10.125,10.111,6.104,7.21,6.736,9.252,3.822,10.401,5.559,10.644,4.666,7.609,4.79,9.966,4.387,5.66,13.799,13.725,16.417,13.754,14.653,15.885,17.979,16.54,12.806,13.239,14.91
Group_447_clean_1,224.558,195.425,201.942,186.995,202.184,221.018,322.468,239.711,227.69,172.852,171.496,138.507,294.37,256.543,257.259,263.365,229.764,231.427,245.3,298.767,270.062,256.381,276.137,252.878,491.186,228.521,218.565,149.339,145.58,214.389,111.955,163.552,232.795,103.172,147.827,118.907,142.214,94.717,221.452,221.722,227.438,193.504,221.594,268.434,254.937,269.021,292.475,170.932,256.087
Group_447_clean_0,12.143,6.722,2.802,13.529,10.254,17.525,9.555,17.264,26.154,7.464,4.359,10.136,13.123,15.099,22.349,19.505,19.795,18.086,29.534,17.588,17.337,16.626,19.448,15.413,36.931,12.584,19.075,21.656,31.056,18.128,9.726,31.852,48.444,120.101,20.683,13.746,68.787,66.416,8.663,6.743,6.719,9.099,2.472,9.442,7.91,11.103,9.174,11.84,3.692
Group_1102_clean_0,9.092,15.633,5.386,7.781,11.121,4.884,9.336,7.281,2.732,17.75,5.333,6.315,8.014,8.691,13.606,10.029,9.551,12.218,6.505,9.876,12.078,8.489,17.064,14.595,3.144,7.957,8.548,1.911,1.869,4.375,11.289,14.162,7.32,9.203,8.843,4.821,3.809,6.941,11.626,10.161,6.749,6.456,8.033,7.981,11.055,13.756,12.424,9.438,10.279
Group_2211_clean_0,14.968,23.567,23.147,15.975,24.261,16.976,21.732,16.755,16.007,26.137,25.468,33.76,32.024,38.173,30.826,31.794,27.44,26.254,31.425,44.462,29.655,33.749,29.993,31.161,46.72,68.705,61.931,60.616,65.997,70.775,58.141,54.193,46.463,42.709,69.029,49.639,85.411,53.991,15.343,14.41,10.229,11.602,11.375,15.12,15.175,19.934,15.603,17.413,12.065
Group_999_clean_1,170.181,75.034,117.882,85.817,87.054,110.286,156.08,159.507,142.858,108.697,126.597,97.45,93.66,70.752,59.583,51.728,53.051,45.564,55.088,71.458,46.589,61.355,56.869,50.25,172.711,186.431,189.574,132.995,132.85,203.52,80.518,103.014,83.84,50.911,71.768,68.156,117.414,101.101,12.129,10.493,10.7,9.219,14.883,10.661,8.942,9.652,11.227,11.467,7.374
Group_999_clean_0,11.811,22.095,22.54,25.311,11.555,25.916,33.323,21.757,32.513,29.148,34.359,30.832,1.857,2.626,2.644,3.793,2.07,2.341,2.475,3.587,1.782,2.13,3.538,0.867,4.042,4.946,3.191,5.651,4.543,3.534,1.755,1.724,1.552,1.973,2.589,3.093,3.617,2.131,2.334,3.345,2.377,2.242,4.011,3.367,3.514,2.373,2.6,6.064,2.007
Group_2302_clean_0,10.588,9.513,11.792,11.696,13.957,7.246,10.328,12.304,7.902,9.758,9.566,8.57,11.451,11.758,13.766,11.593,12.516,13.7,16.336,12.355,12.184,14.548,13.018,10.771,12.81,8.167,9.434,11.593,16.52,11.93,18.775,16.878,14.446,7.521,15.634,12.968,19.491,10.832,10.226,7.834,10.841,11.391,12.045,11.551,15.601,11.894,11.217,9.609,11.853
Group_2259_clean_0,10.552,15.319,17.033,20.197,23.03,12.111,11.393,9.199,13.153,13.333,26.172,28.462,63.534,60.954,126.299,41.465,48.025,56.973,42.058,72.982,57.403,88.714,64.893,65.299,63.185,43.915,48.656,74.019,44.955,30.497,59.897,28.354,25.023,30.154,54.5,21.115,47.979,45.066,24.814,24.852,30.407,21.932,13.742,21.602,12.153,33.62,13.951,36.887,25.764
Group_1547_clean_0,39.907,39.218,41.15,34.695,28.601,51.924,54.585,50.721,40.262,37.696,39.287,39.084,51.078,45.551,44.954,56.298,49.315,50.948,58.048,50.832,41.541,44.698,42.053,35.212,43.331,43.656,52.881,42.721,42.888,47.929,34.483,22.331,28.117,33.507,58.165,13.878,56.164,46.278,47.303,56.321,53.512,53.524,28.74,40.679,41.054,54.245,55.589,50.927,40.179
Group_1558_clean_0,87.482,134.669,82.361,111.377,112.022,105.43,99.574,99.206,122.9,109.136,98.043,71.429,74.79,75.132,72.037,73.861,65.134,60.588,69.731,84.799,67.882,77.547,76.796,60.342,95.838,202.665,209.84,134.385,186.327,217.236,0.928,0.0001,0.316,0.457,0.966,2.062,0.0001,0.352,142.673,177.359,97.257,127.398,117.516,108.813,83.075,148.147,124.552,82.647,91.869
Group_1888_clean_0,9.496,10.042,10.3,9.652,8.215,10.93,7.529,9.305,7.922,9.65,9.383,8.057,14.827,13.1,13.776,14.374,14.509,14.214,14.594,15.901,17.289,12.314,15.686,15.078,31.654,27.582,30.37,34.589,26.649,31.816,9.05,11.065,8.382,13.799,9.679,9.046,6.808,9.688,11.123,10.078,12.987,11.441,13.742,11.647,10.922,10.202,8.142,8.531,12.499
Group_812_clean_0,20.452,13.453,21.182,12.848,15.602,16.269,20.531,14.243,12.717,17.168,19.528,15.805,14.221,15.285,16.548,12.298,20.19,18.905,10.049,16.257,17.117,18.456,17.191,18.291,6.819,8.416,8.971,2.871,2.632,6.361,16.142,11.396,16.029,23.371,15.764,15.434,13.94,17.108,12.38,13.527,12.877,13.984,13.448,12.412,12.826,13.486,12.703,13.997,9.926
Group_890_clean_0,26.055,36.167,18.149,24.438,22.495,27.237,26.504,26.272,30.258,34.282,26.606,25.004,61.226,68.116,83.148,76.662,60.04,68.865,75.216,66.794,56.254,77.837,54.172,60.332,0.0001,0.0001,1.467,0.0001,0.929,0.0001,16.243,13.781,17.938,12.993,7.767,14.474,8.034,11.936,8.197,6.545,8.925,8.979,5.876,7.555,7.891,8.09,5.593,8.039,9.16
Group_1840_clean_0,22.126,28.628,29.128,26.674,28.994,29.478,29.439,28.031,28.541,29.461,33.028,29.859,2.011,6.349,5.107,6.492,1.618,2.529,4.386,2.195,1.37,1.468,5.473,6.692,24.804,18.218,18.553,18.815,17.805,18.071,28.834,10.624,13.099,13.401,42.541,24.592,16.493,22.777,9.067,16.041,18.503,16.577,19.89,14.85,19.106,17.771,20.473,17.488,16.665
Group_417_clean_2,22.446,27.443,24.579,22.116,19.801,27.385,22.431,19.161,19.623,21.54,21.244,20.139,13.688,15.687,12.433,15.703,15.732,14.954,15.633,14.113,14.808,14.238,14.415,14.585,33.45,41.283,90.311,23.946,23.945,41.797,41.505,29.527,36.938,46.052,37.154,38.409,30.017,25.065,28.791,30.327,26.927,29.409,30.405,32.437,23.246,26.201,28.089,28.111,28.114
Group_1461_clean_0,26.411,21.188,26.289,28.823,16.622,34.902,26.964,26.314,27.708,23.189,20.926,15.885,52.689,43.572,41.457,54.489,47.553,46.206,48.523,43.487,43.677,40.48,43.089,44.19,76.71,75.855,59.666,64.407,69.777,61.94,278.278,207.08,282.004,344.336,251.112,215.759,224.515,308.513,1.131,0.384,0.13,0.0001,0.0001,0.561,0.919,0.15,1.403,0.448,0.171
Group_417_clean_0,15.55,14.978,18.561,18.739,17.812,16.186,17.941,16.564,19.826,16.827,14.735,25.464,15.401,10.611,10.844,10.611,13.239,12.989,10.386,13.259,10.938,12.18,13.389,11.698,19.884,24.81,31.581,18.305,14.745,23.811,10.139,11.727,10.414,13.245,8.753,10.947,10.576,16.892,12.246,12.519,13.458,11.582,13.794,12.741,12.22,14.197,15.107,16.527,15.444
Group_417_clean_1,19.455,20.479,22.201,20.946,22.182,19.767,22.431,22.732,22.843,18.888,23.289,21.103,27.119,22.673,21.069,27.009,22.684,24.535,25.108,20.92,24.003,21.879,24.345,21.267,52.946,49.061,60.66,29.988,30.9,28.988,33.424,41.314,41.226,47.471,42.601,38.237,39.165,46.591,28.064,33.839,32.091,32.322,34.323,30.521,30.653,28.834,33.135,34.816,33.824
Group_1329_clean_0,21.414,15.768,24.651,18.173,17.863,24.083,18.63,19.903,21.188,29.515,25.603,19.741,57.265,62.316,60.34,58.251,63.709,59.077,55.573,62.649,42.298,56.713,43.441,51.344,12.698,20.402,15.264,4.981,3.749,22.627,37.278,35.912,49.158,50.503,38.777,34.932,55.019,53.913,46.513,47.158,47.154,33.353,54.726,34.575,61.724,34.181,29.76,55.582,56.865
Group_340_clean_1,100.896,99.974,96.846,113.344,129.854,107.933,119.165,120.592,108.233,93.948,88.602,87.995,79.202,64.501,69.841,68.433,76.89,70.199,85.087,80.328,70.832,66.815,70.239,69.635,32.327,32.687,33.747,58.505,30.858,31.176,44.239,59.545,60.828,49.269,41.734,56.532,45.851,40.54,21.564,42.296,35.24,32.443,27.986,35.281,45.497,41.54,42.639,48.087,23.404
Group_340_clean_0,90.011,88.989,152.882,73.286,96.036,97.142,106.017,85.534,124.748,136.025,78.352,84.272,56.475,45.904,33.929,42.487,56.844,48.794,46.127,36.821,37.806,29.385,46.265,39.607,39.085,41.133,43.28,56.825,40.789,26.085,43.351,29.718,28.076,43.001,37.99,53.348,62.972,37.461,108.747,67.501,122.298,88.729,74.375,114.879,96.318,58.69,121.26,134.631,90.779
Group_15_clean_7,3.514,5.34,3.094,4.749,5.551,3.832,5.065,6.157,3.616,6.407,5.786,6.961,2.955,3.037,3.177,3.721,3.206,3.042,3.247,3.231,2.203,2.647,2.981,3.489,2.603,6.571,2.511,5.942,4.365,6.352,25.434,18.472,13.231,22.059,25.104,30.647,32.874,27.411,4.534,4.551,4.834,4.775,5.038,5.195,5.523,4.686,4.086,5.232,4.338
Group_15_clean_6,2.457,1.66,3.931,2.648,2.029,1.628,1.817,2.83,1.392,1.801,1.726,1.221,3.088,1.96,2.09,0.808,3.36,1.541,1.465,1.392,0.795,0.972,1.505,1.291,3.889,2.264,2.196,2.881,1.838,3.171,2.704,5.793,4.543,2.157,1.404,1.506,1.114,2.209,1.867,1.621,2.517,2.082,1.697,3.096,1.885,2.563,1.331,1.431,1.886
Group_15_clean_1,9.52,10.177,9.426,9.758,10.829,9.916,13.085,9.559,8.593,7.07,7.242,12.551,5.705,4.605,6.024,6.982,4.862,5.146,6.792,5.161,5.105,5.687,5.404,5.332,8.911,8.925,10.497,9.603,9.336,9.666,7.375,3.899,4.676,7.211,6.453,5.064,5.592,7.899,2.855,4.208,3.169,3.283,3.624,3.415,2.662,3.294,4.159,4.089,5.064
Group_15_clean_0,4.902,4.46,4.78,5.747,7.044,4.512,5.618,5.998,5.739,6.272,9.325,7.668,5.397,7.172,7.101,6.328,6.075,6.549,6.01,6.31,3.793,6.152,4.945,6.603,20.527,19.375,16.78,34.489,27.255,29.055,4.177,5.021,2.675,4.256,2.171,7.54,2.938,8.749,4.785,3.522,4.132,2.893,3.467,5.282,3.211,3.985,5.087,6.555,3.975
